Gender,10percentage,12percentage,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
m,83.33,72.33,electronics & telecommunications,60,Maharashtra,2012,555,510,445,0.0587928,-1,200,-1,-1,-1,-1,-1,-0.8772,1.5444,1.2396,-1.1218,1.0554,410000
m,72,62,computer engineering,75,Tamil Nadu,2010,385,395,455,0.450876584,395,-1,-1,-1,-1,-1,-1,0.0464,0.5008,0.0914,-0.1727,0.0284,470000
m,60,66,computer application,52,Maharashtra,2012,385,365,385,0.488347977,405,-1,-1,-1,-1,-1,-1,-0.1855,0.3448,0.3817,1.7662,-0.9194,180000
m,83.33,92.2,electronics and communication engineering,72.85,Telangana,2013,580,565,510,0.112139438,435,228,-1,-1,-1,-1,-1,1.4208,1.2114,0.9322,-2.2627,1.247,180000
f,83.4,90.4,electronics and communication engineering,86.6,Kerala,2013,485,585,650,0.824666401,-1,400,-1,-1,-1,-1,-1,0.1282,0.8784,-2.2954,-0.4879,-1.244,335000
m,82,72,electronics and electrical engineering,65,Tamil Nadu,2012,475,435,405,0.694479328,145,366,-1,435,-1,-1,-1,-1.1128,1.2808,1.1074,2.5593,0.1864,110000
m,88.3,83.4,information technology,76.58,Uttar Pradesh,2011,645,605,595,0.901489571,545,-1,-1,-1,-1,-1,-1,1.7465,0.8128,0.5269,-2.1704,0.1864,480000
m,79,56,electronics and electrical engineering,60.8,Uttar Pradesh,2011,475,535,495,0.0587928,-1,200,-1,-1,-1,393,-1,0.2009,-0.5913,-0.344,0.7673,0.5024,290000
m,63.2,68.89,computer application,76.2,Madhya Pradesh,2011,495,505,505,0.916869961,555,-1,-1,-1,-1,-1,-1,0.0464,-0.1232,-0.1988,-1.1128,-0.2875,445000
m,93.8,84,electronics and communication engineering,74,Tamil Nadu,2014,560,570,605,0.88162007,465,420,-1,-1,-1,-1,-1,1.2772,0.5454,0.1637,-1.8824,-0.8608,200000
m,57,65.8,electronics and communication engineering,65.23,Uttar Pradesh,2012,500,385,370,0.783303537,-1,388,-1,-1,-1,-1,-1,0.4155,-0.2871,0.3174,1.1601,-0.0943,105000
m,84,87.7,information technology,61,Andhra Pradesh,2011,605,385,395,0.377551419,375,-1,-1,-1,-1,-1,-1,-0.159,-0.2871,-0.2974,-0.8682,-0.4776,205000
f,86.4,81.6,computer application,75.2,Punjab,2011,445,635,605,0.968237496,605,-1,-1,-1,-1,-1,-1,-1.1901,1.1248,0.3817,-0.7603,0.6603,180000
m,81,79,electronics and communication engineering,86.7,Orissa,2013,370,610,735,0.694479328,-1,366,-1,-1,-1,-1,-1,-0.159,0.3789,0.9322,-0.995,0.4805,325000
f,54.6,61.4,biotechnology,70.86,Uttar Pradesh,2012,405,495,355,-1,-1,-1,-1,-1,-1,-1,-1,-0.1082,0.1888,0.0914,-0.5253,0.1864,145000
f,68.6,71.8,computer science & engineering,74.38,Madhya Pradesh,2012,455,495,545,0.622642916,445,-1,407,-1,-1,-1,-1,0.5591,0.5454,1.0859,-1.8824,-0.0943,300000
m,62.5,68,electronics and electrical engineering,74,Uttar Pradesh,2011,395,285,475,0.995265706,-1,533,-1,-1,-1,-1,-1,-0.1082,-0.5913,-0.1988,-0.0552,-0.2875,300000
m,87,66,computer science & engineering,63.74,Uttar Pradesh,2014,710,495,535,0.953899775,445,-1,530,-1,-1,-1,-1,-1.1644,0.8784,1.1804,-2.5047,-0.4776,320000
m,48,63.6,electronics and communication engineering,58,Uttar Pradesh,2012,515,465,425,0.910770164,-1,433,-1,-1,-1,313,-1,-0.1082,-0.1232,0.3817,-0.4078,-1.0774,180000
m,83.5,87.3,information technology,64.7,Andhra Pradesh,2007,425,575,645,-1,-1,-1,-1,-1,-1,-1,-1,-1.4992,-0.7863,-2.0131,0.4148,-0.6035,120000
f,86.6,78.8,electronics & telecommunications,72.8,Karnataka,2013,735,505,450,0.279258512,515,-1,-1,-1,-1,292,-1,-0.0154,-0.6201,-0.6048,-0.6147,-0.6692,240000
f,96,92,electronics and communication engineering,80,Tamil Nadu,2009,315,475,565,0.694479328,265,366,-1,-1,-1,-1,-1,-1.3447,-0.7473,-1.5051,1.1199,-1.3539,300000
f,84,68,electronics and communication engineering,71,Madhya Pradesh,2013,615,450,310,0.649389715,-1,356,-1,-1,-1,484,-1,-1.0208,0.0459,-0.9122,-0.4879,0.2889,225000
f,81,75.6,computer engineering,73.86,Uttar Pradesh,2012,425,355,535,0.793580615,495,-1,-1,-1,-1,-1,-1,0.0464,0.3448,-0.344,0.6204,0.3444,360000
m,83.4,86.6,computer engineering,67.8,Uttar Pradesh,2013,440,470,485,0.930370607,565,-1,-1,-1,-1,-1,-1,0.5591,1.5444,0.3174,-0.3612,0.4805,420000
m,77.33,77.4,electronics and electrical engineering,77,Karnataka,2012,645,575,615,0.376059587,415,300,-1,-1,-1,-1,-1,0.8192,0.8518,1.1437,0.8848,0.0284,400000
m,72,61,electronics and communication engineering,66.5,Karnataka,2013,545,545,535,0.649389715,405,356,-1,-1,-1,-1,-1,1.5644,1.0449,-1.527,-2.136,0.0973,300000
m,73.06,74,electronics engineering,8.07,Maharashtra,2014,375,245,295,0.694479328,125,366,-1,473,-1,-1,260,-2.7357,-2.3073,-0.7794,0.4148,-1.5513,360000
m,81,67.2,computer science & engineering,67.3,Rajasthan,2014,685,625,635,0.842248322,565,-1,469,-1,-1,-1,-1,0.8463,-0.2871,-0.4511,-1.7556,-0.6692,275000
f,87,89,electronics & instrumentation eng,80,Telangana,2014,640,525,545,-1,-1,-1,-1,-1,-1,-1,-1,1.1336,1.0449,0.4711,-1.6289,0.8637,315000
m,71,60,computer application,88.9,Jharkhand,2014,520,510,780,0.486747008,535,-1,376,-1,-1,-1,-1,1.2772,0.0459,1.2396,-0.6147,-0.2859,820000
f,78,73,information technology,75.9,Rajasthan,2014,490,445,320,0.744758354,395,-1,438,-1,-1,-1,-1,-0.4463,1.0449,-0.4511,-0.1076,0.0973,300000
f,77,70,electronics and communication engineering,69.34,Kerala,2011,505,445,445,0.694479328,365,366,-1,-1,-1,366,-1,0.9737,-0.9033,0.0914,-1.8179,-1.2354,85000
f,62,60,computer science & engineering,71.65,Haryana,2014,265,285,320,0.165633092,305,-1,-1,-1,-1,-1,-1,-0.0154,-0.1206,-0.4511,-0.8682,0.0973,125000
m,86,96.5,electronics and communication engineering,71.46,Andhra Pradesh,2012,565,615,745,0.824666401,535,400,-1,-1,-1,-1,-1,-1.6538,-1.0203,-0.4891,1.23733,-1.2354,430000
m,55.52,60.05,electronics and communication engineering,61.95,Karnataka,2009,495,455,385,0.538386893,355,333,-1,-1,-1,-1,-1,0.8192,0.6568,0.2366,0.0623,0.3444,500000
m,88.6,91,electronics and electrical engineering,89,Orissa,2013,665,610,645,0.649389715,505,356,-1,-1,-1,-1,-1,1.5644,1.5444,1.0859,-0.7415,1.0554,325000
m,45.33,47.6,computer application,58.25,Punjab,2013,405,545,220,0.242499915,334,-1,-1,-1,-1,-1,-1,-1.7389,-0.2871,-0.7026,0.5262,-1.1291,145000
m,84.33,93.8,computer science & engineering,73.7,Andhra Pradesh,2013,405,475,855,0.992259189,665,-1,-1,-1,-1,-1,-1,0.1282,-0.6201,-0.2974,-1.7556,-0.6692,410000
f,85,69,information technology,75,Orissa,2013,605,440,445,0.3423149,365,-1,-1,-1,-1,-1,-1,0.99,-0.1206,-0.1437,0.0192,-0.2859,300000
m,76.4,66.2,electronics and electrical engineering,68.6,Uttar Pradesh,2013,425,335,555,0.229481755,-1,266,-1,-1,-1,-1,-1,-1.4992,-1.3713,-1.5051,-0.0552,-2.0648,165000
m,88,90,electronics and communication engineering,63.29,Telangana,2014,580,470,555,0.783303537,-1,388,284,-1,-1,-1,-1,0.2718,0.0459,0.6248,-1.8824,1.0554,330000
m,78,80.9,electronics and communication engineering,65,Telangana,2013,465,485,330,0.868736585,215,-1,-1,-1,-1,420,-1,0.4155,0.0459,-0.6048,-0.6147,0.4805,180000
m,83.66,93.9,computer science & engineering,73.31,Telangana,2012,485,640,735,0.930370607,565,-1,-1,-1,-1,-1,-1,1.2056,0.9688,-0.4891,-0.6134,0.0284,360000
m,88.6,83.7,computer engineering,74.9,Madhya Pradesh,2010,565,455,565,0.765673581,485,-1,-1,-1,-1,-1,-1,0.0464,0.8128,0.0914,0.1798,0.0284,600000
m,65.23,65.33,computer engineering,68.5,West Bengal,2012,404,445,445,0.276047228,345,-1,-1,-1,-1,-1,-1,-3.0448,-1.2153,-1.5051,-0.2902,-0.406,285000
f,83,69.9,computer application,76,Tamil Nadu,2012,325,415,255,0.450876584,395,-1,-1,-1,-1,-1,-1,-0.1855,-0.5913,0.5269,0.62043,-0.6035,375000
m,64.83,56.6,electronics engineering,63.24,Uttar Pradesh,2009,454,455,615,0.538386893,235,333,-1,-1,-1,-1,-1,0.2009,0.5008,0.8171,0.4148,0.3444,195000
f,84.5,93.8,electronics and communication engineering,82,Andhra Pradesh,2014,560,545,620,0.943272158,435,452,-1,-1,-1,-1,-1,0.8463,1.5444,0.6248,-2.0092,0.4805,340000
m,91.2,90,mechanical engineering,78,Jharkhand,2014,720,655,680,0.654107475,445,-1,-1,420,-1,-1,-1,-1.4517,0.0459,-1.6807,0.9066,0.0973,600000
f,82,74,computer engineering,74,Rajasthan,2011,545,670,530,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.7335,0.0459,0.01,-0.3612,-2.0105,545000
m,72,62.8,electronics and communication engineering,60.4,Uttarakhand,2015,490,455,495,0.88162007,435,420,-1,-1,-1,-1,-1,0.7027,-1.1196,0.3174,1.1601,-1.8189,245000
f,80,57,computer application,73,Delhi,2011,565,465,475,0.765673581,485,-1,-1,-1,-1,-1,-1,0.51,0.8128,0.2366,0.1798,-0.7615,270000
m,91.3,81,computer engineering,80.3,Uttar Pradesh,2012,595,495,565,0.884122512,535,-1,-1,-1,-1,-1,-1,1.2828,1.7878,-0.3803,0.1798,0.3444,410000
f,86.4,85.4,information technology,77,Tamil Nadu,2014,640,530,430,-1,-1,-1,-1,-1,-1,-1,-1,-0.7335,-1.6191,-1.0659,1.9207,0.0973,325000
m,75.6,69.4,information technology,64.3,Uttar Pradesh,2011,555,575,625,0.793580615,495,-1,-1,-1,-1,-1,-1,1.4374,1.1248,1.8331,-2.1704,0.6603,320000
f,75,64,computer application,64,Maharashtra,2013,625,445,385,0.600057182,435,-1,-1,-1,-1,-1,-1,-2.272,-0.4353,-0.6343,1.7074,-1.2354,240000
m,82,85,computer engineering,77,Tamil Nadu,2010,565,465,535,0.635978756,445,-1,-1,-1,-1,-1,-1,-2.5811,-0.7473,0.9623,1.8249,0.8183,410000
m,85.2,79.4,information technology,70,Haryana,2010,585,595,575,0.81941653,505,-1,-1,-1,-1,-1,-1,-0.5719,-0.1232,-0.1988,-0.4078,-0.7615,390000
f,73,82.56,electronics and communication engineering,73,Tamil Nadu,2010,404,455,385,-1,345,-1,-1,-1,-1,-1,-1,0.2009,-2.6193,0.9623,1.1199,-0.7615,120000
m,86,76.6,computer science & engineering,67,Chhattisgarh,2013,475,545,570,0.622642916,495,-1,407,-1,-1,-1,-1,-0.5899,-0.6201,-0.4511,-0.3612,0.6721,200000
m,85.33,54.83,computer application,80.9,Maharashtra,2014,465,630,575,0.843123727,515,-1,-1,-1,-1,-1,-1,-0.5899,0.7119,0.4711,-0.6147,1.4386,325000
m,92,88.8,computer science & engineering,84,Delhi,2015,640,630,345,0.998876108,595,-1,653,-1,-1,-1,-1,-0.7335,-1.1196,-1.0659,1.6672,0.0973,350000
m,86.8,84.75,electronics and electrical engineering,80,Tamil Nadu,2014,510,520,590,0.837620726,445,-1,-1,-1,500,-1,-1,0.1282,1.3779,2.008,0.1459,1.6302,505000
m,92.93,91,electronics and communication engineering,72.55,Maharashtra,2012,475,615,645,0.824666401,-1,400,-1,-1,-1,-1,-1,0.2009,0.0328,-1.2148,-0.40777,-0.643,585000
m,67.25,71.8,computer science & engineering,81,West Bengal,2014,465,555,494,0.744758354,495,-1,438,-1,-1,-1,-1,1.1336,-0.1206,-1.0659,-0.1076,0.2889,320000
m,81.33,91.9,electronics & telecommunications,70.56,Tamil Nadu,2010,325,295,575,0.694479328,225,366,-1,-1,-1,-1,-1,-0.4173,-0.9033,-0.1988,-0.5253,-0.4455,180000
f,78,78,electronics and communication engineering,71,Punjab,2013,395,485,530,0.023312168,345,166,-1,-1,-1,366,-1,1.5644,1.3779,1.2396,0.5262,0.2889,180000
m,82.6,63.6,information technology,71,Uttarakhand,2013,535,525,530,0.735795709,475,-1,-1,-1,-1,-1,-1,0.8192,-0.9033,-1.5776,-1.1128,-0.1295,350000
m,69,69,electronics and communication engineering,67.8,Uttar Pradesh,2010,505,455,655,0.985461394,535,500,-1,-1,-1,-1,-1,-3.1994,-1.2153,-0.9245,-0.5253,-0.1295,310000
m,88.5,95.9,information technology,81.2,Andhra Pradesh,2011,475,505,605,0.916869961,555,-1,-1,-1,-1,-1,-1,-0.1082,0.1888,0.5269,-0.5253,0.0284,620000
m,90.58,89.58,electronics engineering,72.03,Maharashtra,2012,555,585,585,0.694479328,-1,366,-1,-1,-1,-1,-1,0.1623,0.6568,-0.4891,-1.14217,-0.4455,400000
m,87.4,86.8,computer science & engineering,82.4,Delhi,2013,615,595,705,0.952245573,585,-1,-1,-1,-1,-1,-1,-1.0208,0.0459,0.01,0.2727,0.2889,590000
m,68.65,60.4,information technology,65,Uttar Pradesh,2011,515,455,385,0.165633092,305,-1,-1,-1,-1,-1,-1,-1.4992,0.0328,-0.6343,-0.7603,-1.5513,175000
m,80,91.4,computer engineering,80.5,Telangana,2012,415,625,675,0.930370607,565,-1,-1,-1,-1,-1,-1,-0.881,-0.2012,-1.0334,1.3549,-0.2875,430000
f,80,81,electronics and communication engineering,82.6,Himachal Pradesh,2015,370,445,390,0.338786347,445,292,-1,-1,-1,228,-1,-0.4463,-0.2871,-0.1437,2.1743,1.4386,300000
f,83.5,63.5,electronics and communication engineering,74,Orissa,2012,395,505,435,0.538386893,-1,333,-1,-1,-1,-1,-1,-1.3447,-1.3713,-1.4688,0.6498,-0.6035,250000
m,80.1,78.34,electronics and communication engineering,79.23,Tamil Nadu,2012,505,575,635,0.960603252,-1,466,-1,-1,-1,420,-1,-0.4173,-0.2793,0.672,-0.76027,-0.643,200000
m,77,63,computer engineering,63,Orissa,2010,575,415,465,0.735795709,475,-1,-1,-1,-1,-1,-1,-1.6538,0.3448,-0.7794,1.9424,1.2923,500000
f,69,62.33,computer science & engineering,71.25,Delhi,2013,605,520,530,0.911395278,465,-1,500,-1,-1,-1,-1,-0.7335,0.7119,0.7785,-0.4879,0.6721,145000
f,82,74,computer science & engineering,80.7,Punjab,2014,605,445,510,0.744758354,395,-1,438,-1,-1,-1,-1,-0.3027,0.2124,-1.9881,0.7798,-0.6692,240000
m,63.16,60.6,industrial & production engineering,66,Uttar Pradesh,2011,605,545,525,0.206710618,315,-1,-1,313,-1,-1,-1,-1.6538,-1.5273,-0.9245,0.4148,-1.3934,660000
f,76.8,85.36,computer engineering,69,Maharashtra,2012,454,585,325,0.987207086,645,-1,-1,-1,-1,-1,-1,0.1623,0.3448,-0.344,-0.17277,0.6603,3500000
m,72,75,other,87.5,Telangana,2014,335,285,345,-1,-1,300,-1,-1,-1,-1,-1,-0.1082,0.3448,0.0914,1.3549,0.0284,130000
m,77,73,electronics and communication engineering,78,West Bengal,2013,475,505,525,-1,-1,-1,376,-1,-1,-1,-1,-0.159,0.7119,-0.2974,-0.8682,0.0973,120000
m,83,80,computer application,69.58,Andhra Pradesh,2013,325,470,570,0.843123727,515,-1,-1,-1,-1,-1,-1,0.1282,1.2114,0.01,-0.2344,0.2889,120000
m,70,75,mechanical engineering,70,Haryana,2012,355,425,435,0.068445751,-1,-1,-1,254,-1,-1,-1,0.51,-0.1232,-0.9245,0.4148,0.4234,400000
m,84,88.75,information technology,72,Tamil Nadu,2014,665,545,525,0.911395278,505,-1,500,-1,-1,-1,-1,-1.308,0.0459,-1.3733,-0.1076,0.0973,325000
m,85.8,74.8,electronics and communication engineering,64.8,Uttar Pradesh,2014,685,530,620,-1,515,-1,-1,-1,-1,-1,-1,1.1336,1.0449,0.7785,-0.6147,-0.8608,325000
f,65,52,computer application,75,Tamil Nadu,2013,300,270,285,0.190153406,315,-1,-1,-1,-1,-1,-1,-1.6538,-1.8393,-1.5051,0.2973,-2.1833,180000
m,78.2,81.8,computer engineering,70,Haryana,2011,425,525,515,0.735795709,475,-1,-1,-1,-1,-1,-1,1.1283,-0.1232,0.2366,-1.3478,0.8183,720000
m,75.4,65.2,computer science & engineering,76,Punjab,2014,590,555,560,0.991230625,485,-1,592,-1,-1,-1,-1,-1.308,-0.6201,0.1637,0.3995,-1.0524,450000
m,82.4,66.2,computer science & engineering,64.11,Karnataka,2014,440,470,500,0.622642916,435,-1,407,-1,-1,-1,-1,-0.3027,-0.2871,0.1637,0.1459,-0.6692,150000
f,68.25,61,electronics & telecommunications,73.95,West Bengal,2014,455,530,655,0.943272158,305,452,-1,-1,-1,-1,-1,0.5591,0.9117,0.01,-0.3612,0.7941,155000
m,88.2,77.8,chemical engineering,62.4,Punjab,2011,595,695,575,-1,-1,-1,-1,-1,-1,-1,-1,-1.0355,0.9688,-0.6343,-0.4078,0.0284,400000
m,88.4,76,computer engineering,79.6,Orissa,2012,395,345,595,-1,-1,-1,-1,-1,-1,-1,-1,-0.6491,0.1888,-0.6343,1.67803,-0.2875,460000
m,78,62,computer application,85,Orissa,2010,365,555,615,0.930370607,565,-1,-1,-1,-1,-1,-1,0.8192,-1.2153,1.5428,1.5899,0.6603,530000
m,79.8,85.2,electrical engineering,72.63,Rajasthan,2014,615,555,345,0.423951396,435,-1,-1,-1,388,-1,-1,-0.4463,-0.6201,-0.9122,-0.2344,-1.8189,325000
m,75,81.1,information technology,78.16,Andhra Pradesh,2013,315,340,235,0.356536488,295,-1,346,-1,-1,-1,-1,-1.1644,-1.2861,-0.6048,0.0192,-1.244,105000
m,82.46,79.67,mechanical engineering,69.46,Maharashtra,2014,395,495,470,0.971663491,-1,-1,-1,553,-1,-1,-1,0.1282,-0.1206,-0.6048,1.0333,-0.8608,240000
m,87.3,94.2,electronics and communication engineering,79.51,Telangana,2012,435,435,495,0.124502074,545,233,-1,-1,-1,446,-1,1.1283,1.7488,2.1234,-0.9953,1.0158,425000
m,77.4,80,mechanical engineering,71.9,Uttar Pradesh,2010,365,555,575,0.654107475,-1,-1,-1,420,-1,-1,-1,-0.1082,0.3448,1.3977,0.5323,0.3444,535000
m,87.6,77.6,electronics and electrical engineering,76.22,Delhi,2014,510,655,535,0.193768442,-1,292,-1,-1,324,-1,-1,-2.457,-1.2861,-0.1437,0.5262,-0.4776,350000
m,84.8,68,electronics and communication engineering,63,Karnataka,2011,475,535,525,0.376059587,385,300,-1,-1,-1,-1,-1,-1.6538,0.0328,0.9623,-0.1727,0.1864,180000
m,76,61.6,electronics and electrical engineering,68.1,West Bengal,2014,420,470,510,0.298769129,375,-1,-1,-1,356,-1,-1,0.5591,0.3789,-0.4511,0.7798,1.0554,100000
f,92.8,92.4,electronics and communication engineering,86.7,Tamil Nadu,2012,475,515,515,0.538386893,465,333,-1,-1,-1,-1,-1,0.2782,0.3448,-0.344,-0.61337,0.1864,360000
m,75,60,electronics and communication engineering,56,Karnataka,2014,640,570,635,0.649389715,-1,356,-1,-1,-1,-1,-1,0.2718,1.5444,0.9322,-0.4879,0.0973,250000
m,69.13,64.4,information technology,76.3,West Bengal,2012,365,355,555,0.488347977,405,-1,-1,-1,-1,-1,-1,-0.2628,-0.5523,-0.2714,0.29733,-0.2875,220000
f,72.4,63.6,computer science & engineering,65,Orissa,2013,290,285,270,0.486747008,555,-1,376,-1,-1,-1,-1,-1.4517,-2.6181,-2.2954,-0.4879,-3.9266,85000
m,58,60,electronics and communication engineering,66,Uttar Pradesh,2011,345,335,445,0.229481755,-1,266,-1,-1,-1,420,-1,-0.9969,-0.2793,0.8171,1.50173,0.3444,325000
f,91.3,90.7,electronics and communication engineering,71.65,Telangana,2013,525,520,450,0.20739217,455,260,-1,-1,-1,-1,-1,1.1336,0.2124,1.0859,-0.7415,-0.0943,175000
m,84.6,75.25,information technology,70.56,Tamil Nadu,2011,305,375,555,0.563267824,425,-1,-1,-1,-1,-1,-1,-0.4173,-1.0593,-0.0537,-1.2303,-0.1295,200000
f,92,89,computer science & engineering,64.08,Punjab,2014,800,475,695,0.356536488,535,-1,346,-1,-1,-1,-1,0.99,1.7109,1.547,-2.136,0.2889,305000
m,93,85.6,electronics and communication engineering,89,Punjab,2014,605,545,680,0.493596387,435,324,-1,-1,-1,-1,-1,-0.4463,1.7109,-0.4511,-0.4879,1.6302,400000
m,65,67.6,computer science & engineering,63.99,Punjab,2013,465,620,635,0.983749967,635,-1,-1,-1,-1,-1,-1,-2.1698,-2.1186,-1.2196,0.0192,-2.9686,225000
m,54,64,information technology,67.3,Uttar Pradesh,2011,305,415,415,0.635978756,445,-1,-1,-1,-1,-1,-1,-0.1082,-0.7473,0.8171,-0.0552,-0.2875,300000
f,81,84,computer application,78,Uttar Pradesh,2013,520,535,545,0.793580615,495,-1,-1,-1,-1,-1,-1,-0.4173,-0.5523,-0.7068,-0.4078,-0.2875,460000
m,62.4,74.8,information technology,69.51,Madhya Pradesh,2012,450,350,245,0.080055281,334,-1,253,-1,-1,-1,-1,1.5644,0.2124,-0.4511,0.0192,1.247,300000
f,78.6,83.2,electronics and communication engineering,73,Tamil Nadu,2013,570,670,470,0.960603252,355,466,-1,-1,-1,-1,-1,1.7081,1.2114,0.3174,-1.6289,0.2889,340000
f,72,60,computer science & engineering,72.5,Uttar Pradesh,2014,500,360,510,0.356536488,405,-1,346,-1,-1,-1,-1,0.8463,1.7109,1.2396,-1.3753,1.4386,300000
m,79.85,72,computer science & engineering,61,Uttar Pradesh,2015,630,460,415,0.622642916,475,-1,407,-1,-1,-1,-1,-0.8772,-0.6201,-0.2974,-0.3612,0.4805,300000
f,84.16,81.7,computer science & engineering,66.07,Andhra Pradesh,2013,440,485,605,0.978799293,495,-1,561,-1,-1,-1,-1,1.8517,0.7119,1.0859,-0.7415,-0.2859,300000
f,69,62.6,electrical engineering,76.25,Madhya Pradesh,2010,395,455,475,0.694479328,195,366,-1,-1,-1,-1,-1,-0.4173,0.1888,-0.4891,0.4148,0.8183,215000
m,90.83,92.5,electronics and electrical engineering,82,Andhra Pradesh,2013,640,665,630,0.875503907,345,-1,-1,-1,516,-1,-1,-1.4517,-2.4516,-1.0659,-0.2344,-0.2859,400000
m,70,72,electronics and communication engineering,61,Haryana,2013,510,425,515,0.124502074,405,233,-1,-1,-1,420,-1,-1.1644,-1.7856,-1.0659,0.1459,-2.5853,180000
m,89,78,electronics & telecommunications,80,Orissa,2011,645,535,615,0.985461394,465,500,-1,-1,-1,393,-1,-0.7264,-1.0593,-0.344,-0.4078,-0.6035,470000
f,91,90,computer science & engineering,79,Telangana,2014,650,425,450,0.622642916,415,-1,407,-1,-1,-1,-1,0.8463,0.2124,1.0859,-0.4879,0.6721,300000
m,67,73.8,mechanical engineering,69.75,Punjab,2014,275,400,385,0.725984148,365,-1,-1,438,-1,-1,-1,0.4155,-0.1206,0.4711,1.4136,0.6721,225000
m,86,83.8,information technology,71.4,Madhya Pradesh,2011,445,675,655,0.992259189,665,-1,-1,-1,-1,-1,-1,0.51,0.6568,-1.6502,-0.2902,-0.7615,505000
m,85,87,electronics and communication engineering,87.8,Karnataka,2014,730,610,695,0.976292561,-1,484,-1,-1,446,-1,-1,-0.0154,0.2124,-0.1437,-0.7415,0.6721,450000
f,87.6,89.67,electronics and communication engineering,71.3,Maharashtra,2012,475,475,554,0.538386893,-1,333,-1,-1,-1,-1,-1,0.0464,0.8128,0.3817,0.88483,0.3444,390000
m,55,46,computer application,64.56,Karnataka,2013,560,340,235,0.563267824,425,-1,-1,-1,-1,-1,-1,0.1282,-0.7866,-0.6048,0.7798,0.0973,105000
m,64,49.5,electronics and communication engineering,54,Gujarat,2010,595,595,535,0.694479328,-1,366,-1,-1,-1,-1,-1,0.0464,-0.2793,0.8171,2.1774,1.1343,150000
m,76,55.6,computer science & engineering,60.64,Uttar Pradesh,2014,665,570,560,0.842248322,-1,-1,469,-1,-1,-1,-1,0.7027,0.7119,0.9322,-1.5021,-0.0943,120000
m,61,65,computer engineering,68,Karnataka,2013,535,525,455,0.744758354,535,-1,438,-1,-1,-1,-1,-0.6491,0.1888,-0.4891,0.1798,-0.9194,330000
m,78.16,84.28,computer engineering,62,Karnataka,2012,505,375,485,0.563267824,425,-1,-1,-1,-1,-1,-1,-0.1855,-0.7473,0.2366,2.4712,-1.7093,320000
m,67,80,information technology,62.9,Uttar Pradesh,2014,525,435,380,0.23780284,565,-1,315,-1,-1,-1,-1,-1.5953,-0.6201,-0.7585,0.5262,-0.4776,100000
m,61,63.8,computer application,67,Karnataka,2014,495,525,355,0.622642916,665,-1,407,-1,-1,-1,-1,-0.0154,0.5454,0.4711,-2.0092,-1.0524,120000
f,88.67,86.8,electronics and communication engineering,74.94,Telangana,2013,570,590,620,-1,335,-1,-1,-1,-1,-1,-1,0.8463,0.2124,-0.1437,-1.2486,-1.0524,325000
f,73,71.3,computer engineering,79.7,Gujarat,2011,545,665,435,0.901489571,545,-1,-1,-1,-1,-1,-1,-1.4992,1.1248,-1.2148,0.1798,0.6603,400000
m,81.6,62.7,mechanical engineering,71.2,Orissa,2011,435,615,595,0.414337426,345,-1,-1,366,-1,-1,-1,-1.3447,0.5008,-0.1988,-0.5253,-0.7615,440000
m,73,69,information technology,65.5,Uttar Pradesh,2014,465,480,415,0.622642916,435,-1,407,-1,-1,-1,-1,0.1282,-0.1206,0.3174,0.653,-0.6692,180000
m,80.53,80.5,information technology,58.61,Maharashtra,2013,645,795,675,0.983749967,635,-1,-1,-1,-1,-1,-1,-0.4463,1.3779,0.9322,-0.995,0.8637,350000
m,79.6,87.58,information technology,6.63,Tamil Nadu,2014,380,355,210,0.144789889,285,-1,284,-1,-1,-1,-1,0.8463,0.7119,0.4711,1.1601,0.4805,195000
